GO term	GO size	Size pivot	GO name	CI quantile (GO)	CI quantile (17k random)	Number of random subsets
GO:0043533	5	4	inositol 1,3,4,5 tetrakisphosphate binding	0.304011370815	0.500258397933	34830
GO:0060669	5	4	embryonic placenta morphogenesis	0.304011370815	0.500258397933	34830
GO:0004445	5	4	inositol-polyphosphate 5-phosphatase activity	0.304011370815	0.500258397933	34830
GO:0042296	4	4	ISG15 transferase activity	0.449367088608	0.500258397933	34830
GO:1905007	5	4	positive regulation of epithelial to mesenchymal transition involved in endocardial cushion formation	0.304011370815	0.500258397933	34830
GO:0060355	4	4	positive regulation of cell adhesion molecule production	0.449367088608	0.500258397933	34830
GO:0051791	4	4	medium-chain fatty acid metabolic process	0.449367088608	0.500258397933	34830
GO:0036510	3	4	trimming of terminal mannose on C branch	0.491814946619	0.500258397933	34830
GO:0032414	5	4	positive regulation of ion transmembrane transporter activity	0.304011370815	0.500258397933	34830
GO:0008446	1	1	GDP-mannose 4,6-dehydratase activity	0.468217934166	0.500330906684	30220
GO:0016578	12	16	histone deubiquitination	0.617777777778	0.500422832981	14190
GO:0032502	17	16	developmental process	0.340030911901	0.500422832981	14190
GO:0030676	16	16	Rac guanyl-nucleotide exchange factor activity	0.413441238564	0.500422832981	14190
GO:0006165	17	16	nucleoside diphosphate phosphorylation	0.340030911901	0.500422832981	14190
GO:0071949	20	16	FAD binding	0.229166666667	0.500422832981	14190
GO:0050804	16	16	modulation of chemical synaptic transmission	0.413441238564	0.500422832981	14190
GO:0045651	12	16	positive regulation of macrophage differentiation	0.617777777778	0.500422832981	14190
GO:0003382	15	16	epithelial cell morphogenesis	0.471112476951	0.500422832981	14190
GO:0033539	15	16	fatty acid beta-oxidation using acyl-CoA dehydrogenase	0.471112476951	0.500422832981	14190
GO:0005736	12	16	DNA-directed RNA polymerase I complex	0.617777777778	0.500422832981	14190
GO:0055117	17	16	regulation of cardiac muscle contraction	0.340030911901	0.500422832981	14190
GO:0097296	13	16	activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	0.538023952096	0.500422832981	14190
GO:0060216	17	16	definitive hemopoiesis	0.340030911901	0.500422832981	14190
GO:0043171	14	16	peptide catabolic process	0.525539160045	0.500422832981	14190
GO:0050431	19	16	transforming growth factor beta binding	0.281632653061	0.500422832981	14190
GO:0042176	13	16	regulation of protein catabolic process	0.538023952096	0.500422832981	14190
GO:0006352	17	16	DNA-templated transcription, initiation	0.340030911901	0.500422832981	14190
GO:1903830	16	16	magnesium ion transmembrane transport	0.413441238564	0.500422832981	14190
GO:0021523	1	1	somatic motor neuron differentiation	0.468501702611	0.500661813369	30220
GO:1902239	1	1	negative regulation of intrinsic apoptotic signaling pathway in response to osmotic stress by p53 class mediator	0.468785471056	0.502051621443	30220
GO:0005147	1	1	oncostatin-M receptor binding	0.468974650019	0.502084712111	30220
GO:0038168	1	1	epidermal growth factor receptor signaling pathway via I-kappaB kinase/NF-kappaB cascade	0.469353007946	0.50274652548	30220
GO:0010819	1	1	regulation of T cell chemotaxis	0.469163828982	0.50274652548	30220
GO:0072703	1	1	cellular response to methyl methanesulfonate	0.47133938706	0.50337524818	30220
GO:0002561	1	1	basophil degranulation	0.47133938706	0.50337524818	30220
GO:0009353	1	1	mitochondrial oxoglutarate dehydrogenase complex	0.47133938706	0.50337524818	30220
GO:0035639	1	1	purine ribonucleoside triphosphate binding	0.47133938706	0.50337524818	30220
GO:2000659	1	1	regulation of interleukin-1-mediated signaling pathway	0.47133938706	0.50337524818	30220
GO:0003983	1	1	UTP:glucose-1-phosphate uridylyltransferase activity	0.47133938706	0.50337524818	30220
GO:0000719	1	1	photoreactive repair	0.47133938706	0.50337524818	30220
GO:1901668	1	1	regulation of superoxide dismutase activity	0.47133938706	0.50337524818	30220
GO:1902410	1	1	mitotic cytokinetic process	0.47133938706	0.50337524818	30220
GO:0035597	1	1	N6-isopentenyladenosine methylthiotransferase activity	0.47133938706	0.50337524818	30220
GO:0015190	1	1	L-leucine transmembrane transporter activity	0.47133938706	0.50337524818	30220
GO:0047860	1	1	diiodophenylpyruvate reductase activity	0.47133938706	0.50337524818	30220
GO:0060620	1	1	regulation of cholesterol import	0.47133938706	0.50337524818	30220
GO:0060586	9	8	multicellular organismal iron ion homeostasis	0.355140186916	0.503900281464	24870
GO:0071723	9	8	lipopeptide binding	0.355140186916	0.503900281464	24870
GO:1903428	9	8	positive regulation of reactive oxygen species biosynthetic process	0.355140186916	0.503900281464	24870
GO:1903358	11	8	regulation of Golgi organization	0.261137440758	0.503900281464	24870
GO:0061614	8	8	pri-miRNA transcription by RNA polymerase II	0.445107398568	0.503900281464	24870
GO:2000171	6	8	negative regulation of dendrite development	0.601491300746	0.503900281464	24870
GO:0061462	8	8	protein localization to lysosome	0.445107398568	0.503900281464	24870
GO:0031167	11	8	rRNA methylation	0.261137440758	0.503900281464	24870
GO:0008517	7	8	folic acid transmembrane transporter activity	0.57181425486	0.503900281464	24870
GO:0002091	7	8	negative regulation of receptor internalization	0.57181425486	0.503900281464	24870
GO:0021895	8	8	cerebral cortex neuron differentiation	0.445107398568	0.503900281464	24870
GO:0002320	6	8	lymphoid progenitor cell differentiation	0.601491300746	0.503900281464	24870
GO:0006307	10	8	DNA dealkylation involved in DNA repair	0.276180698152	0.503900281464	24870
GO:2000650	7	8	negative regulation of sodium ion transmembrane transporter activity	0.57181425486	0.503900281464	24870
GO:0071035	6	8	nuclear polyadenylation-dependent rRNA catabolic process	0.601491300746	0.503900281464	24870
GO:0048512	6	8	circadian behavior	0.601491300746	0.503900281464	24870
GO:0033010	6	8	paranodal junction	0.601491300746	0.503900281464	24870
GO:0032000	8	8	positive regulation of fatty acid beta-oxidation	0.445107398568	0.503900281464	24870
GO:0035020	6	8	regulation of Rac protein signal transduction	0.601491300746	0.503900281464	24870
GO:0035414	11	8	negative regulation of catenin import into nucleus	0.261137440758	0.503900281464	24870
GO:0005381	6	8	iron ion transmembrane transporter activity	0.601491300746	0.503900281464	24870
GO:0070997	10	8	neuron death	0.276180698152	0.503900281464	24870
GO:0009249	8	8	protein lipoylation	0.445107398568	0.503900281464	24870
GO:0046549	9	8	retinal cone cell development	0.355140186916	0.503900281464	24870
GO:0010524	11	8	positive regulation of calcium ion transport into cytosol	0.261137440758	0.503900281464	24870
GO:1990573	9	8	potassium ion import across plasma membrane	0.355140186916	0.503900281464	24870
GO:0045348	6	8	positive regulation of MHC class II biosynthetic process	0.601491300746	0.503900281464	24870
GO:0098909	8	8	regulation of cardiac muscle cell action potential involved in regulation of contraction	0.445107398568	0.503900281464	24870
GO:0000042	8	8	protein targeting to Golgi	0.445107398568	0.503900281464	24870
GO:0016798	6	8	hydrolase activity, acting on glycosyl bonds	0.601491300746	0.503900281464	24870
GO:0035965	6	8	cardiolipin acyl-chain remodeling	0.601491300746	0.503900281464	24870
GO:0031588	10	8	nucleotide-activated protein kinase complex	0.276180698152	0.503900281464	24870
GO:0007289	7	8	spermatid nucleus differentiation	0.57181425486	0.503900281464	24870
GO:0008595	7	8	anterior/posterior axis specification, embryo	0.57181425486	0.503900281464	24870
GO:0015884	8	8	folic acid transport	0.445107398568	0.503900281464	24870
GO:0090023	25	32	positive regulation of neutrophil chemotaxis	0.581292850147	0.505017502917	8570
GO:0001784	35	32	phosphotyrosine residue binding	0.286708860759	0.505017502917	8570
GO:0000987	25	32	proximal promoter sequence-specific DNA binding	0.581292850147	0.505017502917	8570
GO:0000422	38	32	autophagy of mitochondrion	0.221088435374	0.505017502917	8570
GO:0048286	30	32	lung alveolus development	0.412643678161	0.505017502917	8570
GO:0070830	31	32	bicellular tight junction assembly	0.404682274247	0.505017502917	8570
GO:0009952	73	64	anterior/posterior pattern specification	0.301643192488	0.505446623094	4590
GO:1903561	49	64	extracellular vesicle	0.665316045381	0.505446623094	4590
GO:0005125	142	128	cytokine activity	0.382352941176	0.505825242718	2060
GO:0007219	106	128	Notch signaling pathway	0.736328125	0.505825242718	2060
GO:0030182	92	128	neuron differentiation	0.835	0.505825242718	2060
GO:0021562	2	2	vestibulocochlear nerve development	0.462389380531	0.506371534961	24170
GO:0090274	2	2	positive regulation of somatostatin secretion	0.462758112094	0.506412908564	24170
GO:0007497	2	2	posterior midgut development	0.463126843658	0.506537029375	24170
GO:0042781	2	2	3'-tRNA processing endoribonuclease activity	0.47418879056	0.506578402979	24170
GO:0051033	2	2	RNA transmembrane transporter activity	0.47418879056	0.506578402979	24170
GO:0045204	2	2	MAPK export from nucleus	0.47418879056	0.506578402979	24170
GO:1902856	2	2	negative regulation of non-motile cilium assembly	0.47418879056	0.506578402979	24170
GO:0015942	2	2	formate metabolic process	0.47418879056	0.506578402979	24170
GO:0015491	2	2	cation:cation antiporter activity	0.47418879056	0.506578402979	24170
GO:0019853	2	2	L-ascorbic acid biosynthetic process	0.47418879056	0.506578402979	24170
GO:0070085	2	2	glycosylation	0.47418879056	0.506578402979	24170
GO:0046338	2	2	phosphatidylethanolamine catabolic process	0.47418879056	0.506578402979	24170
GO:1904854	2	2	proteasome core complex binding	0.47418879056	0.506578402979	24170
GO:1904352	2	2	positive regulation of protein catabolic process in the vacuole	0.47418879056	0.506578402979	24170
GO:0015755	2	2	fructose transport	0.47418879056	0.506578402979	24170
GO:0046473	2	2	phosphatidic acid metabolic process	0.47418879056	0.506578402979	24170
GO:0023035	2	2	CD40 signaling pathway	0.47418879056	0.506578402979	24170
GO:0033557	2	2	Slx1-Slx4 complex	0.47418879056	0.506578402979	24170
GO:0045145	2	2	single-stranded DNA 5'-3' exodeoxyribonuclease activity	0.47418879056	0.506578402979	24170
GO:0035305	2	2	negative regulation of dephosphorylation	0.47418879056	0.506578402979	24170
GO:0060721	2	2	regulation of spongiotrophoblast cell proliferation	0.47418879056	0.506578402979	24170
GO:0090177	2	2	establishment of planar polarity involved in neural tube closure	0.47418879056	0.506578402979	24170
GO:0003084	2	2	positive regulation of systemic arterial blood pressure	0.47418879056	0.506578402979	24170
GO:0006643	2	2	membrane lipid metabolic process	0.47418879056	0.506578402979	24170
GO:0038089	2	2	positive regulation of cell migration by vascular endothelial growth factor signaling pathway	0.47418879056	0.506578402979	24170
GO:0072350	2	2	tricarboxylic acid metabolic process	0.47418879056	0.506578402979	24170
GO:0032542	2	2	sulfiredoxin activity	0.47418879056	0.506578402979	24170
GO:0005674	2	2	transcription factor TFIIF complex	0.47418879056	0.506578402979	24170
GO:0016212	2	2	kynurenine-oxoglutarate transaminase activity	0.47418879056	0.506578402979	24170
GO:0000010	2	2	trans-hexaprenyltranstransferase activity	0.47418879056	0.506578402979	24170
GO:0032044	2	2	DSIF complex	0.47418879056	0.506578402979	24170
GO:0005046	2	2	KDEL sequence binding	0.47418879056	0.506578402979	24170
GO:0035747	2	2	natural killer cell chemotaxis	0.47418879056	0.506578402979	24170
GO:0043241	2	2	protein complex disassembly	0.47418879056	0.506578402979	24170
GO:0048069	2	2	eye pigmentation	0.47418879056	0.506578402979	24170
GO:0004084	2	2	branched-chain-amino-acid transaminase activity	0.47418879056	0.506578402979	24170
GO:0045408	2	2	regulation of interleukin-6 biosynthetic process	0.47418879056	0.506578402979	24170
GO:0033566	2	2	gamma-tubulin complex localization	0.47418879056	0.506578402979	24170
GO:0031403	2	2	lithium ion binding	0.47418879056	0.506578402979	24170
GO:1905408	2	2	negative regulation of creatine transmembrane transporter activity	0.47418879056	0.506578402979	24170
GO:0043183	2	2	vascular endothelial growth factor receptor 1 binding	0.47418879056	0.506578402979	24170
GO:0086092	2	2	regulation of the force of heart contraction by cardiac conduction	0.47418879056	0.506578402979	24170
GO:0021514	2	2	ventral spinal cord interneuron differentiation	0.47418879056	0.506578402979	24170
GO:0002101	2	2	tRNA wobble cytosine modification	0.47418879056	0.506578402979	24170
GO:0004560	2	2	alpha-L-fucosidase activity	0.47418879056	0.506578402979	24170
GO:0035363	2	2	histone locus body	0.47418879056	0.506578402979	24170
GO:0034334	2	2	adherens junction maintenance	0.47418879056	0.506578402979	24170
GO:1904338	2	2	regulation of dopaminergic neuron differentiation	0.47418879056	0.506578402979	24170
GO:0070171	2	2	negative regulation of tooth mineralization	0.47418879056	0.506578402979	24170
GO:1902692	2	2	regulation of neuroblast proliferation	0.47418879056	0.506578402979	24170
GO:0010736	2	2	serum response element binding	0.47418879056	0.506578402979	24170
GO:0019255	2	2	glucose 1-phosphate metabolic process	0.47418879056	0.506578402979	24170
GO:0031943	2	2	regulation of glucocorticoid metabolic process	0.47418879056	0.506578402979	24170
GO:0048561	1	1	establishment of animal organ orientation	0.473325766175	0.508041032429	30220
GO:0044727	1	1	DNA demethylation of male pronucleus	0.473514945138	0.508338848445	30220
GO:0002637	1	1	regulation of immunoglobulin production	0.473704124101	0.508338848445	30220
GO:0033301	1	1	cell cycle comprising mitosis without cytokinesis	0.473893303065	0.508471211118	30220
GO:0004835	1	1	tubulin-tyrosine ligase activity	0.47417707151	0.508504301787	30220
GO:0031544	1	1	peptidyl-proline 3-dioxygenase activity	0.474650018918	0.508735936466	30220
GO:0097621	1	1	monoamine oxidase activity	0.474650018918	0.508735936466	30220
GO:1904980	1	1	positive regulation of endosome organization	0.474650018918	0.508735936466	30220
GO:1990504	1	1	dense core granule exocytosis	0.475028376844	0.509232296492	30220
GO:0097626	1	1	low-affinity L-arginine transmembrane transporter activity	0.475595913734	0.50949702184	30220
GO:0050429	1	1	calcium-dependent phospholipase C activity	0.476163450624	0.509596293845	30220
GO:0044599	1	1	AP-5 adaptor complex	0.476352629588	0.51012574454	30220
GO:0042413	1	1	carnitine catabolic process	0.476541808551	0.510324288551	30220
GO:0035445	1	1	borate transmembrane transport	0.477014755959	0.511118464593	30220
GO:0045586	1	1	regulation of gamma-delta T cell differentiation	0.477487703367	0.511283917935	30220
GO:0015819	1	1	lysine transport	0.477771471812	0.511879549967	30220
GO:0019319	1	1	hexose biosynthetic process	0.481176693152	0.512574454004	30220
GO:0047186	1	1	N-acetylneuraminate 7-O(or 9-O)-acetyltransferase activity	0.481176693152	0.512574454004	30220
GO:0034602	1	1	oxoglutarate dehydrogenase (NAD+) activity	0.481176693152	0.512574454004	30220
GO:0015420	1	1	cobalamin-transporting ATPase activity	0.481176693152	0.512574454004	30220
GO:0004333	1	1	fumarate hydratase activity	0.481176693152	0.512574454004	30220
GO:0042228	1	1	interleukin-8 biosynthetic process	0.481176693152	0.512574454004	30220
GO:1990565	1	1	HSP90-CDC37 chaperone complex	0.481176693152	0.512574454004	30220
GO:0008488	1	1	gamma-glutamyl carboxylase activity	0.481176693152	0.512574454004	30220
GO:0061944	1	1	negative regulation of protein K48-linked ubiquitination	0.481176693152	0.512574454004	30220
GO:0039019	1	1	pronephric nephron development	0.481176693152	0.512574454004	30220
GO:0035964	1	1	COPI-coated vesicle budding	0.481176693152	0.512574454004	30220
GO:1990275	1	1	preribosome binding	0.481176693152	0.512574454004	30220
