identifier	name	namespace	description	class
GO:0036297	interstrand cross-link repair	biological_process	Removal of a DNA interstrand crosslink (a covalent attachment of DNA bases on opposite strands of the DNA) and restoration of the DNA. DNA interstrand crosslinks occur when both strands of duplex DNA are covalently tethered together (e.g. by an exogenous or endogenous agent), thus preventing the strand unwinding necessary for essential DNA functions such as transcription and replication.	GOTerm
GO:0036292	DNA rewinding	biological_process	The process in which interchain hydrogen bonds between two single-stranded DNA (ssDNA) are reformed to regenerate double-stranded DNA (dsDNA). ssDNA is often bound and stabilized by proteins such as replication protein A (RPA) to form ssDNA bubbles. The bubbles can be rewound by ATP-dependent motors to reform base pairs between strands and thus dsDNA.	GOTerm
GO:0050510	N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity	molecular_function	Catalysis of the reaction: N-acetyl-beta-D-galactosaminyl-(1,4)-beta-D-glucuronosyl-proteoglycan + UDP-alpha-D-glucuronate = beta-D-glucuronosyl-(1,3)-N-acetyl-beta-D-galactosaminyl-(1,4)-beta-D-glucuronosyl-proteoglycan + UDP.	GOTerm
GO:0048203	vesicle targeting, trans-Golgi to endosome	biological_process	The process in which vesicles are directed to specific destination membranes during transport from the trans-Golgi to the endosome.	GOTerm
GO:0050512	lactosylceramide 4-alpha-galactosyltransferase activity	molecular_function	Catalysis of the reaction: beta-D-galactosyl-(1,4)-D-glucosylceramide + UDP-galactose = alpha-D-galactosyl-(1,4)-beta-D-galactosyl-(1,4)-D-glucosylceramide + UDP.	GOTerm
GO:0036289	peptidyl-serine autophosphorylation	biological_process	The phosphorylation by a protein of one or more of its own serine amino acid residues, or a serine residue on an identical protein.	GOTerm
GO:0048205	COPI coating of Golgi vesicle	biological_process	The addition of COPI proteins and adaptor proteins to Golgi membranes during the formation of transport vesicles, forming a vesicle coat.	GOTerm
GO:0048208	COPII vesicle coating	biological_process	The addition of COPII proteins and adaptor proteins to ER membranes during the formation of transport vesicles, forming a vesicle coat.	GOTerm
GO:0048210	Golgi vesicle fusion to target membrane	biological_process	The joining of the lipid bilayer membrane around a Golgi transport vesicle to the target lipid bilayer membrane.	GOTerm
GO:0048213	Golgi vesicle prefusion complex stabilization	biological_process	The binding of specific proteins to the t-SNARE/v-SNARE/SNAP25 complex, by which the Golgi vesicle prefusion complex is stabilized.	GOTerm
GO:0050528	acyloxyacyl hydrolase activity	molecular_function	Catalysis of the reaction: 3-(acyloxy)acyl group of bacterial toxin = 3-hydroxyacyl group of bacterial toxin + a fatty acid.	GOTerm
GO:0036273	response to statin	biological_process	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a statin stimulus. Statins are organooxygen compounds whose structure is related to compactin (mevastatin) and which may be used as an anticholesteremic drug due its EC 1.1.1.34/EC 1.1.1.88 (hydroxymethylglutaryl-CoA reductase) inhibitory properties.	GOTerm
GO:0051861	glycolipid binding	molecular_function	Interacting selectively and non-covalently with a glycolipid, any compound containing one or more monosaccharide residues bound by a glycosidic linkage to a hydrophobic group such as an acylglycerol, a sphingoid, a ceramide (N-acylsphingoid) or a prenyl phosphate.	GOTerm
GO:0036269	swimming behavior	biological_process	The response to external or internal stimuli that results in the locomotory process of swimming. Swimming is the self-propelled movement of an organism through the water.	GOTerm
GO:0051866	general adaptation syndrome	biological_process	General adaptation syndrome is the set of changes in various organ systems of the body, especially the pituitary-endocrine system, in response to a wide range of strong external stimuli, both physiological and psychological. It is described as having three stages: alarm reaction, where the body detects the external stimulus; adaptation, where the body engages defensive countermeasures against the stressor; and exhaustion, where the body begins to run out of defenses.	GOTerm
GO:0051867	general adaptation syndrome, behavioral process	biological_process	The set of behavioral processes that occur as part of the general adaptation syndrome, the response of the body to a strong, stressful stimulus.	GOTerm
GO:0051864	histone demethylase activity (H3-K36 specific)	molecular_function	Catalysis of the reaction: histone H3 N6-methyl-L-lysine (position 36) + alpha-ketoglutarate + O2 = succinate + CO2 + formaldehyde + lysine. This reaction is the removal of a methyl group from lysine at position 36 of the histone H3 protein.	GOTerm
GO:0051865	protein autoubiquitination	biological_process	The ubiquitination by a protein of one or more of its own amino acid residues, or residues on an identical protein. Ubiquitination occurs on the lysine residue by formation of an isopeptide crosslink.	GOTerm
GO:0036265	RNA (guanine-N7)-methylation	biological_process	The addition of a methyl group to the N7 atom in the base portion of a guanine nucleotide residue in an RNA molecule.	GOTerm
GO:0036261	7-methylguanosine cap hypermethylation	biological_process	Hypermethylation of the 7-(mono)methylguanosine (m(7)G) cap structure at the 2' position of the guanosine residue to convert a mono-methylated cap to a 2,2,7-trimethylguanosine cap structure. This type of cap modification occurs on small nuclear RNAs (snRNAs) and small nucleolar RNAs (snoRNAs) and is dependent on prior guanine-N7 methylation.	GOTerm
GO:1902303	negative regulation of potassium ion export	biological_process	Any process that stops, prevents or reduces the frequency, rate or extent of potassium ion export.	GOTerm
GO:0048227	plasma membrane to endosome transport	biological_process	Transport of a vesicle from the plasma membrane to the endosome.	GOTerm
GO:1902307	positive regulation of sodium ion transmembrane transport	biological_process	Any process that activates or increases the frequency, rate or extent of sodium ion transmembrane transport.	GOTerm
GO:1902305	regulation of sodium ion transmembrane transport	biological_process	Any process that modulates the frequency, rate or extent of sodium ion transmembrane transport.	GOTerm
GO:1902306	negative regulation of sodium ion transmembrane transport	biological_process	Any process that stops, prevents or reduces the frequency, rate or extent of sodium ion transmembrane transport.	GOTerm
GO:0048232	male gamete generation	biological_process	Generation of the male gamete; specialised haploid cells produced by meiosis and along with a female gamete takes part in sexual reproduction.	GOTerm
GO:0051873	killing by host of symbiont cells	biological_process	Any process mediated by an organism that results in the death of cells in the symbiont organism. The symbiont is defined as the smaller of the organisms involved in a symbiotic interaction.	GOTerm
GO:0050543	icosatetraenoic acid binding	molecular_function	Interacting selectively and non-covalently with icosatetraenoic acid, any straight-chain fatty acid with twenty carbon atoms and four double bonds per molecule.	GOTerm
GO:0051879	Hsp90 protein binding	molecular_function	Interacting selectively and non-covalently with Hsp90 proteins, any of a group of heat shock proteins around 90kDa in size.	GOTerm
GO:0051877	pigment granule aggregation in cell center	biological_process	The directed movement of dispersed pigment granules towards the center of the cell.	GOTerm
GO:0051875	pigment granule localization	biological_process	Any process in which a pigment granule is transported to, and/or maintained in, a specific location within the cell.	GOTerm
GO:0050544	arachidonic acid binding	molecular_function	Interacting selectively and non-covalently with arachidonic acid, a straight chain fatty acid with 20 carbon atoms and four double bonds per molecule. Arachidonic acid is the all-Z-(5,8,11,14)-isomer.	GOTerm
